run_number,activation,optimizer,structure,dataset,mse_train,mse_val,mse_test,epochs_run,fit_time_sec
2,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000352,0.00033,0.000247,79,10.34
3,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000341,0.000324,0.000246,161,19.52
4,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000253,0.00025,0.000209,134,16.45
5,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000338,0.000313,0.000283,111,13.9
6,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000274,0.000249,0.000168,116,14.37
7,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000494,0.000356,0.000331,76,9.95
8,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.00027,0.000265,0.000237,130,16.11
9,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000371,0.000316,0.000234,112,14.06
10,leaky_relu,Adam,"[64, 64, 32]",Dane2_raw,0.000342,0.000309,0.000242,120,14.86
1,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.017019,0.022513,0.012166,97,14.13
2,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.009161,0.01385,0.003583,121,17.34
3,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.012011,0.015025,0.005768,102,14.83
4,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.010821,0.014888,0.005445,109,15.7
5,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.014771,0.018348,0.010724,86,12.72
6,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.009237,0.013204,0.004237,108,15.59
7,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.01089,0.011551,0.004528,136,19.45
8,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.013559,0.01413,0.007361,110,15.94
9,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.011813,0.014811,0.005923,123,17.67
10,leaky_relu,Adam,"[128, 128, 64]",Dane1_standardise,0.010638,0.016576,0.006145,97,14.1
1,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.466792,0.47511,0.457681,13,2.96
2,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.102854,0.084517,0.102604,62,9.51
3,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.032246,0.033747,0.031046,103,14.97
4,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.474999,0.471908,0.463223,11,2.71
5,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.461948,0.485636,0.456768,12,2.78
6,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.010535,0.015235,0.005926,140,19.95
7,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.518096,0.466469,0.494802,11,2.66
8,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.045025,0.048219,0.046629,82,12.15
9,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.127809,0.107893,0.131514,54,8.45
10,leaky_relu,Adam,"[128, 128, 64]",Dane1_raw,0.039243,0.039809,0.037972,113,16.41
1,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.000489,0.000273,0.00041,94,11.98
2,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.000585,0.000191,0.000586,84,10.84
3,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.000851,0.000427,0.000977,72,9.52
4,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.000442,0.000197,0.000352,101,12.79
5,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.023928,0.008948,0.021104,13,2.75
6,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.00076,0.000476,0.000934,72,9.58
7,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.000609,0.000247,0.000586,89,11.39
8,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.000948,0.000243,0.001064,90,11.5
9,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.00062,0.000189,0.000512,86,11.03
10,leaky_relu,Adam,"[128, 128, 64]",Dane2_standardise,0.000606,0.00028,0.000663,90,11.42
1,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000387,0.000359,0.000315,78,10.16
2,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000281,0.000296,0.000238,86,11.13
3,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000329,0.000309,0.000234,106,13.37
4,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000247,0.000226,0.0002,104,13.06
5,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000255,0.000269,0.000268,91,11.7
6,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000181,0.000164,0.000176,122,15.29
7,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000367,0.000347,0.000296,102,18.42
8,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.00061,0.000493,0.000403,63,8.8
9,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000262,0.000259,0.000229,93,12.2
10,leaky_relu,Adam,"[128, 128, 64]",Dane2_raw,0.000338,0.000333,0.00032,78,10.99
1,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.023425,0.022897,0.017988,67,11.78
2,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.035205,0.03965,0.032543,65,11.39
3,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.036178,0.029776,0.02984,59,10.5
4,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.011405,0.013878,0.006187,89,15.46
5,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.011185,0.015281,0.006653,82,14.39
6,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.013142,0.014972,0.007864,81,13.93
7,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.010291,0.015766,0.004696,92,15.68
8,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.009229,0.011437,0.002939,96,16.19
9,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.008107,0.00986,0.002232,112,18.7
10,leaky_relu,Adam,"[256, 256, 128]",Dane1_standardise,0.037824,0.031681,0.031335,62,10.99
1,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.030243,0.031776,0.025129,87,14.97
2,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.017709,0.022987,0.0151,92,15.67
3,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.516763,0.47321,0.495933,11,2.95
4,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.132278,0.126442,0.134701,37,7.02
5,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.478795,0.476051,0.465962,12,3.06
6,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.016987,0.020882,0.010677,101,17.13
7,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.117506,0.10284,0.122066,42,7.67
8,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.024241,0.024881,0.018454,90,15.22
9,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.032807,0.037391,0.03058,96,16.08
10,leaky_relu,Adam,"[256, 256, 128]",Dane1_raw,0.043055,0.046186,0.043399,71,12.16
1,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.000781,0.000267,0.000944,69,9.81
2,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.000636,0.000326,0.00061,70,9.89
3,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.000823,0.000144,0.000887,82,11.34
4,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.000891,0.000217,0.000962,75,10.49
5,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.000814,0.000291,0.000888,71,10.02
6,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.000656,0.00039,0.0006,73,10.18
7,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.000685,0.000159,0.000599,77,10.69
8,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.001307,0.000439,0.001669,61,8.75
9,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.000969,0.000289,0.001033,71,10.06
10,leaky_relu,Adam,"[256, 256, 128]",Dane2_standardise,0.00124,0.000451,0.001629,60,8.67
1,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.00028,0.000299,0.000233,73,10.22
2,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.000343,0.000335,0.000298,58,8.31
3,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.000358,0.000348,0.000334,55,7.96
4,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.0003,0.000298,0.000324,78,10.82
5,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.000352,0.000342,0.000266,62,8.9
6,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.000225,0.00021,0.000207,93,12.71
7,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.000274,0.000276,0.000276,78,10.84
8,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.000486,0.000457,0.000425,47,6.99
9,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.000251,0.000267,0.000253,92,12.45
10,leaky_relu,Adam,"[256, 256, 128]",Dane2_raw,0.000207,0.000165,0.00019,136,17.88
1,leaky_relu,AdamW,[32],Dane1_standardise,0.456304,0.513995,0.460678,11,2.24
2,leaky_relu,AdamW,[32],Dane1_standardise,0.451516,0.519361,0.457212,25,4.0
3,leaky_relu,AdamW,[32],Dane1_standardise,0.458919,0.515288,0.462282,11,2.22
4,leaky_relu,AdamW,[32],Dane1_standardise,0.457554,0.526177,0.463548,11,2.23
5,leaky_relu,AdamW,[32],Dane1_standardise,0.452602,0.51292,0.456874,17,2.98
6,leaky_relu,AdamW,[32],Dane1_standardise,0.467617,0.482851,0.461989,11,2.23
7,leaky_relu,AdamW,[32],Dane1_standardise,0.49088,0.501253,0.480422,11,2.22
8,leaky_relu,AdamW,[32],Dane1_standardise,0.449959,0.515585,0.454897,18,3.09
9,leaky_relu,AdamW,[32],Dane1_standardise,0.52745,0.466129,0.501934,11,2.22
10,leaky_relu,AdamW,[32],Dane1_standardise,0.478785,0.496763,0.470716,11,2.22
1,leaky_relu,AdamW,[32],Dane1_raw,0.460068,0.490911,0.456564,13,2.46
2,leaky_relu,AdamW,[32],Dane1_raw,0.459515,0.519419,0.462654,20,3.37
3,leaky_relu,AdamW,[32],Dane1_raw,0.467658,0.494601,0.465418,27,4.25
4,leaky_relu,AdamW,[32],Dane1_raw,0.46979,0.492434,0.467012,13,2.47
5,leaky_relu,AdamW,[32],Dane1_raw,0.455524,0.495213,0.45489,26,4.19
6,leaky_relu,AdamW,[32],Dane1_raw,0.47864,0.494467,0.474881,13,2.46
7,leaky_relu,AdamW,[32],Dane1_raw,0.472867,0.50017,0.470928,12,2.33
8,leaky_relu,AdamW,[32],Dane1_raw,0.464415,0.494288,0.462144,13,2.47
9,leaky_relu,AdamW,[32],Dane1_raw,0.450154,0.517271,0.454462,24,3.84
10,leaky_relu,AdamW,[32],Dane1_raw,0.445646,0.515153,0.450082,32,4.94
1,leaky_relu,AdamW,[32],Dane2_standardise,0.000353,0.000375,0.000256,550,62.23
2,leaky_relu,AdamW,[32],Dane2_standardise,0.000815,0.00068,0.000727,224,27.72
3,leaky_relu,AdamW,[32],Dane2_standardise,0.003061,0.001567,0.002364,92,11.11
4,leaky_relu,AdamW,[32],Dane2_standardise,0.000839,0.000637,0.000548,130,15.4
5,leaky_relu,AdamW,[32],Dane2_standardise,0.002744,0.000959,0.002742,74,9.3
6,leaky_relu,AdamW,[32],Dane2_standardise,0.00061,0.000295,0.000379,284,32.33
7,leaky_relu,AdamW,[32],Dane2_standardise,0.000659,0.000492,0.00052,184,21.32
8,leaky_relu,AdamW,[32],Dane2_standardise,0.002549,0.001211,0.002266,89,10.81
9,leaky_relu,AdamW,[32],Dane2_standardise,0.003674,0.001065,0.00334,62,8.47
10,leaky_relu,AdamW,[32],Dane2_standardise,0.000449,0.000171,0.000282,299,34.85
1,leaky_relu,AdamW,[32],Dane2_raw,0.001149,0.000741,0.000945,453,51.6
2,leaky_relu,AdamW,[32],Dane2_raw,0.002051,0.00147,0.001675,362,41.54
3,leaky_relu,AdamW,[32],Dane2_raw,0.001642,0.000941,0.001115,505,57.19
4,leaky_relu,AdamW,[32],Dane2_raw,0.002378,0.001707,0.001869,443,50.05
5,leaky_relu,AdamW,[32],Dane2_raw,0.002234,0.001554,0.001729,423,48.0
6,leaky_relu,AdamW,[32],Dane2_raw,0.00901,0.006798,0.008049,103,12.31
7,leaky_relu,AdamW,[32],Dane2_raw,0.002714,0.001957,0.002219,190,22.01
8,leaky_relu,AdamW,[32],Dane2_raw,0.000675,0.000497,0.000476,470,52.94
9,leaky_relu,AdamW,[32],Dane2_raw,0.002049,0.001389,0.00151,421,47.83
10,leaky_relu,AdamW,[32],Dane2_raw,0.002184,0.001589,0.001708,363,41.33
1,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.453744,0.516123,0.458293,13,2.67
2,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.464244,0.512554,0.464925,11,2.46
3,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.20404,0.211683,0.208706,163,22.07
4,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.462194,0.488448,0.458091,11,2.33
5,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.46003,0.494286,0.457907,11,2.31
6,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.215374,0.213485,0.21683,161,21.73
7,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.475086,0.481214,0.464692,11,2.33
8,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.447195,0.509784,0.451081,18,3.31
9,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.439131,0.504456,0.443827,26,4.28
10,leaky_relu,AdamW,"[32, 16]",Dane1_standardise,0.462611,0.501671,0.460818,11,2.36
1,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.467374,0.482557,0.458332,15,2.88
2,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.506265,0.472264,0.484338,26,4.45
3,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.45674,0.502734,0.456126,14,2.75
4,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.451845,0.501193,0.452375,14,2.73
5,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.536095,0.491261,0.512589,11,2.36
6,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.462699,0.496908,0.459629,15,3.16
7,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.458779,0.473794,0.451506,25,4.16
8,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.459306,0.498375,0.458161,13,2.59
9,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.488537,0.472484,0.47441,11,2.31
10,leaky_relu,AdamW,"[32, 16]",Dane1_raw,0.474469,0.486679,0.467942,11,2.33
1,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.002698,0.00257,0.002399,82,10.25
2,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.006299,0.003755,0.004584,39,5.39
3,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.004992,0.002595,0.003783,43,5.8
4,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.007138,0.006019,0.006841,41,5.56
5,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.006734,0.002962,0.00531,33,4.74
6,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.00038,0.000246,0.000248,195,22.83
7,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.006219,0.005245,0.006048,43,5.87
8,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.004887,0.002866,0.00284,39,5.38
9,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.007841,0.003976,0.006534,36,4.98
10,leaky_relu,AdamW,"[32, 16]",Dane2_standardise,0.002307,0.001725,0.001824,74,9.29
1,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000322,0.000164,0.000206,182,21.44
2,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.001815,0.001084,0.001259,182,21.4
3,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000352,0.000285,0.000243,197,23.05
4,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000567,0.000357,0.000356,150,17.88
5,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000456,0.000325,0.000269,275,32.0
6,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000474,0.000301,0.000355,232,26.91
7,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000354,0.000305,0.000271,317,36.64
8,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000773,0.000439,0.000496,184,21.6
9,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000415,0.000331,0.000258,379,43.56
10,leaky_relu,AdamW,"[32, 16]",Dane2_raw,0.000612,0.000473,0.000369,256,29.66
1,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.438105,0.496719,0.440583,26,4.47
2,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.454609,0.503293,0.455796,11,2.36
3,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.449806,0.511651,0.454378,19,9.52
4,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.450757,0.512151,0.454821,16,2.99
5,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.213842,0.211698,0.214657,109,15.19
6,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.450381,0.510119,0.453961,16,2.97
7,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.450591,0.507904,0.453168,19,3.44
8,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.453031,0.510026,0.456144,13,2.63
9,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.229638,0.211289,0.226466,133,18.33
10,leaky_relu,AdamW,"[32, 32]",Dane1_standardise,0.446036,0.50938,0.450368,17,3.17
1,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.457731,0.479894,0.452661,20,3.51
2,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.46195,0.480628,0.455702,15,2.86
3,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.482717,0.481749,0.470565,11,2.42
4,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.467104,0.476822,0.455374,28,4.75
5,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.454609,0.495999,0.452326,19,3.41
6,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.465174,0.493395,0.462385,11,2.38
7,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.473066,0.480108,0.462708,15,2.89
8,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.452793,0.485853,0.449334,19,3.41
9,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.467655,0.482,0.461719,12,2.55
10,leaky_relu,AdamW,"[32, 32]",Dane1_raw,0.454635,0.500363,0.455119,13,2.64
1,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.006365,0.003949,0.00479,39,5.47
2,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.000368,0.000187,0.000269,215,25.42
3,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.009564,0.005135,0.008986,30,4.4
4,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.011603,0.006642,0.009819,24,3.73
5,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.010676,0.006363,0.008936,34,4.89
6,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.004737,0.003572,0.00428,38,5.34
7,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.006558,0.004557,0.005925,29,4.36
8,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.007223,0.003396,0.005935,35,4.98
9,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.007039,0.003371,0.005504,36,5.21
10,leaky_relu,AdamW,"[32, 32]",Dane2_standardise,0.008739,0.004188,0.007402,31,4.67
1,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000331,0.000267,0.000213,184,22.0
2,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000544,0.000385,0.00036,221,26.11
3,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.00057,0.000346,0.00034,190,22.54
4,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000724,0.00057,0.000505,321,37.42
5,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000413,0.000307,0.000235,143,17.32
6,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000599,0.000338,0.000377,121,14.73
7,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000369,0.000272,0.000283,208,24.52
8,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000976,0.00055,0.000628,119,14.55
9,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000382,0.000311,0.000231,211,24.99
10,leaky_relu,AdamW,"[32, 32]",Dane2_raw,0.000186,0.000168,0.000128,339,39.22
1,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.029511,0.030566,0.027112,134,19.2
2,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.012393,0.014329,0.006284,177,24.72
3,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.008449,0.011877,0.003293,183,25.56
4,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.009618,0.012499,0.003679,140,19.87
5,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.012333,0.014155,0.007079,161,22.72
6,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.012151,0.014971,0.006838,152,21.24
7,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.01051,0.012467,0.00513,173,24.11
8,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.096568,0.096274,0.103018,74,10.91
9,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.01493,0.018722,0.010883,146,20.53
10,leaky_relu,AdamW,"[64, 64, 32]",Dane1_standardise,0.011236,0.013895,0.005292,173,24.25
1,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.117336,0.109152,0.123605,86,12.51
2,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.157529,0.132962,0.158046,59,9.0
3,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.497858,0.464245,0.477724,14,2.98
4,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.45558,0.472266,0.445901,20,3.8
5,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.469355,0.486665,0.462225,11,2.62
6,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.478235,0.473245,0.46461,14,3.0
7,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.447463,0.482382,0.442975,18,3.55
8,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.013318,0.017578,0.0088,155,21.8
9,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.108485,0.101114,0.114119,87,12.72
10,leaky_relu,AdamW,"[64, 64, 32]",Dane1_raw,0.477042,0.479102,0.465157,12,2.75
1,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.000443,0.000215,0.000389,105,13.14
2,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.007693,0.005746,0.007888,21,3.75
3,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.011073,0.008316,0.009351,19,3.42
4,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.009391,0.006599,0.008524,19,3.42
5,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.008656,0.00594,0.00795,19,3.39
6,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.008033,0.005914,0.006723,20,3.52
7,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.012102,0.009079,0.011814,18,3.24
8,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.010644,0.007493,0.010137,18,3.29
9,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.007377,0.004886,0.007427,23,3.81
10,leaky_relu,AdamW,"[64, 64, 32]",Dane2_standardise,0.009779,0.005325,0.007608,20,3.51
1,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.00049,0.000388,0.000411,73,9.55
2,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.000249,0.00022,0.000225,114,14.14
3,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.000546,0.000379,0.000424,67,8.91
4,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.000362,0.000335,0.000305,133,16.37
5,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.000448,0.000328,0.000301,76,9.84
6,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.000378,0.000343,0.000224,115,14.22
7,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.00042,0.000332,0.000319,98,12.52
8,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.000228,0.000224,0.000186,128,15.72
9,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.000327,0.000282,0.000277,110,13.75
10,leaky_relu,AdamW,"[64, 64, 32]",Dane2_raw,0.000443,0.000331,0.000275,107,13.41
1,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.010463,0.014841,0.00517,99,14.81
2,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.116617,0.098897,0.118217,53,8.31
3,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.013322,0.013875,0.00681,119,17.26
4,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.010925,0.012945,0.005141,121,17.58
5,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.012606,0.016691,0.007175,106,15.68
6,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.014949,0.019337,0.010125,88,13.14
7,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.010659,0.013637,0.004791,114,16.69
8,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.010675,0.014199,0.005966,121,17.75
9,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.012283,0.015353,0.005726,110,16.13
10,leaky_relu,AdamW,"[128, 128, 64]",Dane1_standardise,0.014682,0.016498,0.009278,92,13.69
1,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.01777,0.019476,0.011936,116,17.01
2,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.011318,0.014426,0.00623,147,21.25
3,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.078025,0.085863,0.085092,64,9.96
4,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.537793,0.483977,0.511298,12,2.77
5,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.019905,0.024476,0.017003,122,17.66
6,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.033039,0.036542,0.029815,105,15.43
7,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.496547,0.474308,0.481492,12,2.74
8,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.46907,0.477107,0.460633,11,2.64
9,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.100058,0.081812,0.100524,65,9.95
