run_number,activation,optimizer,structure,dataset,mse_train,mse_val,mse_test,epochs_run,fit_time_sec
4,tanh,SGD,"[32, 16]",Dane2_standardise,0.000978,0.001037,0.000716,64,8.4
5,tanh,SGD,"[32, 16]",Dane2_standardise,0.000402,0.00034,0.000225,165,19.86
6,tanh,SGD,"[32, 16]",Dane2_standardise,0.000647,0.000565,0.000413,111,13.21
7,tanh,SGD,"[32, 16]",Dane2_standardise,0.000546,0.0004,0.000353,152,17.7
8,tanh,SGD,"[32, 16]",Dane2_standardise,0.000921,0.000824,0.000523,120,14.08
9,tanh,SGD,"[32, 16]",Dane2_standardise,0.001358,0.001165,0.000762,79,9.57
10,tanh,SGD,"[32, 16]",Dane2_standardise,0.001129,0.001037,0.000657,85,10.17
1,tanh,SGD,"[32, 16]",Dane2_raw,0.000653,0.000243,0.000561,244,28.17
2,tanh,SGD,"[32, 16]",Dane2_raw,0.000421,0.000217,0.000352,195,22.56
3,tanh,SGD,"[32, 16]",Dane2_raw,0.012376,0.009491,0.010848,68,8.28
4,tanh,SGD,"[32, 16]",Dane2_raw,0.000331,0.000187,0.000203,252,28.72
5,tanh,SGD,"[32, 16]",Dane2_raw,0.000449,0.000319,0.000408,251,28.68
6,tanh,SGD,"[32, 16]",Dane2_raw,0.000999,0.000653,0.000721,191,22.09
7,tanh,SGD,"[32, 16]",Dane2_raw,0.000597,0.000244,0.000543,244,27.87
8,tanh,SGD,"[32, 16]",Dane2_raw,0.00036,0.000214,0.000298,293,33.68
9,tanh,SGD,"[32, 16]",Dane2_raw,0.000619,0.000386,0.000443,209,24.31
10,tanh,SGD,"[32, 16]",Dane2_raw,0.000578,0.000338,0.000387,264,30.24
1,tanh,SGD,"[32, 32]",Dane1_standardise,0.487493,0.486727,0.477647,18,3.0
2,tanh,SGD,"[32, 32]",Dane1_standardise,0.484504,0.470234,0.470092,15,2.48
3,tanh,SGD,"[32, 32]",Dane1_standardise,0.503944,0.465052,0.48351,12,2.1
4,tanh,SGD,"[32, 32]",Dane1_standardise,0.484521,0.475298,0.472294,16,2.66
5,tanh,SGD,"[32, 32]",Dane1_standardise,0.474764,0.475286,0.464327,19,3.05
6,tanh,SGD,"[32, 32]",Dane1_standardise,0.464208,0.490715,0.460478,21,3.28
7,tanh,SGD,"[32, 32]",Dane1_standardise,0.486833,0.464893,0.471474,20,3.17
8,tanh,SGD,"[32, 32]",Dane1_standardise,0.464533,0.49439,0.461606,12,2.13
9,tanh,SGD,"[32, 32]",Dane1_standardise,0.490718,0.476339,0.476834,15,2.51
10,tanh,SGD,"[32, 32]",Dane1_standardise,0.469935,0.479484,0.462235,20,3.16
1,tanh,SGD,"[32, 32]",Dane1_raw,0.26644,0.276534,0.262891,21,3.3
2,tanh,SGD,"[32, 32]",Dane1_raw,0.071687,0.071608,0.077001,83,23.52
3,tanh,SGD,"[32, 32]",Dane1_raw,0.079395,0.066559,0.079002,74,10.33
4,tanh,SGD,"[32, 32]",Dane1_raw,0.077865,0.074151,0.081929,89,12.3
5,tanh,SGD,"[32, 32]",Dane1_raw,0.323999,0.301414,0.310973,19,3.07
6,tanh,SGD,"[32, 32]",Dane1_raw,0.11235,0.104628,0.113826,72,10.31
7,tanh,SGD,"[32, 32]",Dane1_raw,0.077787,0.063484,0.07633,65,9.16
8,tanh,SGD,"[32, 32]",Dane1_raw,0.143016,0.112823,0.138067,39,5.74
9,tanh,SGD,"[32, 32]",Dane1_raw,0.068897,0.068067,0.072388,75,10.5
10,tanh,SGD,"[32, 32]",Dane1_raw,0.11137,0.115872,0.119428,46,6.63
1,tanh,SGD,"[32, 32]",Dane2_standardise,0.001139,0.000891,0.000652,86,10.51
2,tanh,SGD,"[32, 32]",Dane2_standardise,0.001097,0.000945,0.000637,69,8.59
3,tanh,SGD,"[32, 32]",Dane2_standardise,0.000635,0.000532,0.000329,127,15.17
4,tanh,SGD,"[32, 32]",Dane2_standardise,0.000753,0.000573,0.000442,93,11.38
5,tanh,SGD,"[32, 32]",Dane2_standardise,0.001143,0.000847,0.00067,91,11.14
6,tanh,SGD,"[32, 32]",Dane2_standardise,0.000642,0.000466,0.000364,83,10.19
7,tanh,SGD,"[32, 32]",Dane2_standardise,0.000876,0.000821,0.000519,57,7.19
8,tanh,SGD,"[32, 32]",Dane2_standardise,0.000682,0.000605,0.000362,84,10.3
9,tanh,SGD,"[32, 32]",Dane2_standardise,0.001086,0.000913,0.000635,79,9.77
10,tanh,SGD,"[32, 32]",Dane2_standardise,0.000454,0.000269,0.000267,110,13.3
1,tanh,SGD,"[32, 32]",Dane2_raw,0.0137,0.010591,0.012075,34,4.56
2,tanh,SGD,"[32, 32]",Dane2_raw,0.012539,0.009342,0.011175,83,10.19
3,tanh,SGD,"[32, 32]",Dane2_raw,0.012034,0.009415,0.010774,86,10.58
4,tanh,SGD,"[32, 32]",Dane2_raw,0.010988,0.008733,0.009944,92,11.2
5,tanh,SGD,"[32, 32]",Dane2_raw,0.013022,0.010048,0.011505,65,8.14
6,tanh,SGD,"[32, 32]",Dane2_raw,0.01236,0.009785,0.011012,71,8.84
7,tanh,SGD,"[32, 32]",Dane2_raw,0.013075,0.010209,0.011529,66,8.27
8,tanh,SGD,"[32, 32]",Dane2_raw,0.014263,0.011128,0.012465,37,4.89
9,tanh,SGD,"[32, 32]",Dane2_raw,0.000631,0.000367,0.000466,282,33.15
10,tanh,SGD,"[32, 32]",Dane2_raw,0.009616,0.007128,0.008659,131,15.66
1,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.462232,0.499468,0.461256,20,3.34
2,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.465958,0.494217,0.463066,28,4.39
3,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.465193,0.491783,0.461265,19,3.19
4,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.461978,0.500427,0.461274,13,2.39
5,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.490546,0.474869,0.476096,15,2.64
6,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.477913,0.4748,0.466587,13,2.41
7,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.509008,0.47187,0.488716,11,2.14
8,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.465076,0.48113,0.45905,18,3.02
9,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.555303,0.489307,0.526499,13,2.39
10,tanh,SGD,"[64, 64, 32]",Dane1_standardise,0.461296,0.503217,0.461811,17,2.88
1,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.028718,0.033302,0.028095,36,5.47
2,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.026916,0.029618,0.021856,51,7.49
3,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.017719,0.018537,0.011207,61,8.8
4,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.035297,0.032826,0.027891,50,7.45
5,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.013284,0.017099,0.007336,56,8.1
6,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.014844,0.016698,0.008635,83,11.66
7,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.033764,0.037826,0.031468,36,5.51
8,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.033807,0.040409,0.033858,56,8.09
9,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.054681,0.062768,0.059137,35,5.3
10,tanh,SGD,"[64, 64, 32]",Dane1_raw,0.017494,0.020316,0.01259,61,8.75
1,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.000979,0.000874,0.000557,69,8.65
2,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.001362,0.001329,0.000759,49,6.34
3,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.000553,0.000315,0.000321,89,10.97
4,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.00113,0.000964,0.000625,78,9.64
5,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.000554,0.000346,0.000321,126,15.16
6,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.000635,0.000422,0.000472,141,16.95
7,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.001004,0.000841,0.000636,91,11.22
8,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.000475,0.000324,0.000263,105,12.81
9,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.001359,0.001243,0.00086,68,8.52
10,tanh,SGD,"[64, 64, 32]",Dane2_standardise,0.001142,0.000966,0.000694,75,9.32
1,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.0129,0.009496,0.011321,66,8.32
2,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.012644,0.010293,0.01126,64,8.06
3,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.016551,0.01221,0.014477,33,4.53
4,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.016062,0.012176,0.014058,29,4.03
5,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.015184,0.012001,0.01308,30,4.19
6,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.000382,0.000211,0.000241,188,22.46
7,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.000823,0.000465,0.000507,159,18.91
8,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.016223,0.012237,0.014396,34,4.63
9,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.013316,0.009967,0.01161,42,5.53
10,tanh,SGD,"[64, 64, 32]",Dane2_raw,0.012514,0.0098,0.011139,59,7.51
1,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.477168,0.47595,0.46599,13,2.45
2,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.464117,0.494323,0.461156,12,2.33
3,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.493506,0.494199,0.484227,12,2.3
4,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.53068,0.480235,0.505982,13,2.42
5,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.462611,0.497125,0.46093,18,3.2
6,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.461741,0.499003,0.460928,23,3.78
7,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.461029,0.503935,0.461644,21,3.5
8,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.476524,0.476501,0.465675,14,2.55
9,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.466553,0.502876,0.466135,17,2.97
10,tanh,SGD,"[128, 128, 64]",Dane1_standardise,0.461352,0.502371,0.461743,23,3.75
1,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.012055,0.013852,0.004735,54,7.99
2,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.024413,0.028358,0.020536,42,6.42
3,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.020091,0.020734,0.012413,49,7.33
4,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.034678,0.038532,0.033175,40,6.11
5,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.01084,0.013856,0.004792,51,7.64
6,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.043445,0.048435,0.042749,39,5.98
7,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.012436,0.016494,0.005879,88,12.55
8,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.020732,0.022337,0.01613,60,8.83
9,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.012772,0.014599,0.00607,86,12.42
10,tanh,SGD,"[128, 128, 64]",Dane1_raw,0.018927,0.024362,0.013884,66,9.62
1,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.001049,0.000691,0.000588,93,11.64
2,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.000793,0.000553,0.000401,99,12.11
3,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.002043,0.001436,0.001238,67,8.53
4,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.000667,0.000456,0.000392,115,14.0
5,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.000425,0.000228,0.000227,200,23.9
6,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.000833,0.000749,0.000463,93,11.48
7,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.000637,0.000363,0.000417,160,19.24
8,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.001141,0.000996,0.000673,78,9.93
9,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.001119,0.000947,0.000695,92,11.6
10,tanh,SGD,"[128, 128, 64]",Dane2_standardise,0.001501,0.001403,0.000969,75,10.49
1,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.012763,0.010296,0.011258,37,5.4
2,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.014497,0.011088,0.012753,18,3.14
3,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.015149,0.010992,0.013385,27,4.19
4,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.013406,0.010775,0.011888,37,5.0
5,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.01227,0.009453,0.010831,54,7.59
6,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.01418,0.010483,0.012405,16,2.55
7,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.012767,0.010332,0.011222,29,4.36
8,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.012638,0.009395,0.011049,61,8.05
9,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.013724,0.009696,0.012026,42,5.61
10,tanh,SGD,"[128, 128, 64]",Dane2_raw,0.013031,0.009956,0.01143,33,4.5
1,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.516075,0.485969,0.496365,11,2.39
2,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.471469,0.480479,0.46319,15,2.95
3,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.474847,0.483972,0.466996,11,2.31
4,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.468278,0.486589,0.462138,17,3.2
5,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.462553,0.501159,0.46247,45,7.44
6,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.502782,0.472556,0.483625,11,2.31
7,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.470497,0.484098,0.46365,14,2.72
8,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.518995,0.476517,0.497679,12,2.48
9,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.477035,0.476672,0.466073,11,2.3
10,tanh,SGD,"[256, 256, 128]",Dane1_standardise,0.507859,0.473417,0.487527,13,2.61
1,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.037161,0.034729,0.032584,38,6.31
2,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.017838,0.019816,0.010744,61,9.87
3,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.471154,0.468858,0.46081,23,4.11
4,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.542517,0.473509,0.513748,12,2.41
5,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.481123,0.466534,0.467329,14,2.76
6,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.478484,0.465118,0.46534,25,4.38
7,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.491675,0.475629,0.476823,11,2.31
8,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.048781,0.052222,0.049417,46,7.5
9,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.476476,0.476081,0.465518,24,4.27
10,tanh,SGD,"[256, 256, 128]",Dane1_raw,0.02778,0.034164,0.025922,54,8.76
1,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.001545,0.001068,0.000867,119,15.2
2,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.000478,0.000356,0.000275,163,20.35
3,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.001753,0.001009,0.001042,106,13.53
4,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.002165,0.001852,0.001281,61,8.09
5,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.00129,0.000723,0.000778,123,15.56
6,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.001593,0.001266,0.00093,97,12.44
7,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.000657,0.000327,0.000349,200,24.9
8,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.001915,0.001495,0.001097,65,8.66
9,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.00187,0.001256,0.001036,83,10.87
10,tanh,SGD,"[256, 256, 128]",Dane2_standardise,0.001876,0.000992,0.001068,120,15.13
1,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.014405,0.009995,0.012814,19,2.99
2,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.01225,0.0095,0.010898,25,3.69
3,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.013332,0.009636,0.012066,19,3.09
4,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.012466,0.009699,0.011098,27,4.05
5,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.012417,0.009315,0.011006,18,2.94
6,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.011826,0.009287,0.010467,46,6.28
7,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.012102,0.009479,0.010654,23,3.5
8,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.01219,0.009348,0.010842,28,4.07
9,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.012992,0.009524,0.011445,28,4.28
10,tanh,SGD,"[256, 256, 128]",Dane2_raw,0.01219,0.008941,0.010613,27,4.04
